# sdk/member-names.tsv — every method (M) and field (F) name the SDK declares.
#
# GENERATED by picodroid-core's `member_names_are_current` test
# (picodroid-core/src/native_handler/member_names.rs); do not edit by hand.
# Regenerate with
#     scripts/gen-api-contract.sh
# after adding, removing or renaming an SDK method or field.
#
# build_support/names.rs turns the rows (with the contract's member column)
# into the `m::` consts (one per name; value = the active shrink map's
# target under --shrink, the original otherwise) that Rust native dispatch,
# the JVM's builtin arms and the lifecycle upcalls match names through.
M	putOpt
M	putRaw
M	putRawAt
M	putString
M	queue
M	quote
M	read
M	readByte
M	readInt32
M	readInt32LE
M	readValue
M	receive
M	recv
M	refreshFromAdapter
M	registerListener
M	registerNativeItemClick
M	registerNativeItemSelected
M	remove
M	removeAllViews
M	removeTextChangedListener
M	removeView
M	renameTo
M	report
M	requestFocus
M	requireNonNull
M	resetGcStats
M	resetPeakMemory
M	reverse
M	rgb
M	rotation
M	round
M	run
M	runWrapper
M	scaleX
M	scaleY
M	send
M	serializedSize
M	set
M	setAction
M	setAdapter
M	setAlpha
M	setBackground
M	setBackgroundColor
M	setBaudrate
M	setChecked
M	setCheckedId
M	setColor
M	setConnectTimeout
M	setContentText
M	setContentTitle
M	setContentView
M	setCornerRadius
M	setCurrentTimeMillis
M	setDaemon
M	setDataSize
M	setDate
M	setDefaultUncaughtExceptionHandler
M	setDirection
M	setDoOutput
M	setDuration
M	setEditText
M	setEnabled
M	setFixedLengthStreamingMode
M	setFocusable
M	setFrequency
M	setGradient
M	setGravity
M	setHardwareFlowControl
M	setHint
M	setId
M	setImageSource
M	setIncludeFontPadding
M	setInputType
M	setInterpolator
M	setIs24HourView
M	setItems
M	setLayoutParams
M	setLength
M	setMax
M	setMaxValue
M	setMessage
M	setMinValue
M	setMode
M	setMultiChoiceItems
M	setName
M	setNegativeButton
M	setNeutralButton
M	setOnCheckedChangeListener
M	setOnClickListener
M	setOnDateChangedListener
M	setOnEditorActionListener
M	setOnFocusChangeListener
M	setOnItemClickListener
M	setOnItemSelectedListener
M	setOnKeyListener
M	setOnLongClickListener
M	setOnReadyListener
M	setOnRefreshListener
M	setOnSeekBarChangeListener
M	setOnSwipeListener
M	setOnTimeChangedListener
M	setOnTouchListener
M	setOnValueChangedListener
M	setOrientation
M	setPadding
M	setParity
M	setPosition
M	setPositiveButton
M	setPriority
M	setProgress
M	setPwmDutyCycle
M	setPwmFrequencyHz
M	setReadTimeout
M	setRefreshing
M	setRequestMethod
M	setRequestProperty
M	setResult
M	setRotation
M	setScale
M	setScaleType
M	setScaleX
M	setScaleY
M	setShowKeyboardOnTouch
M	setSingleChoiceItems
M	setSize
M	setSoTimeout
M	setSpacing
M	setSpeed
M	setStartDelay
M	setStep
M	setStopBits
M	setStroke
M	setTag
M	setText
M	setTextColor
M	setTextOff
M	setTextOn
M	setTime
M	setTimeout
M	setTint
M	setTitle
M	setTranslationX
M	setTranslationY
M	setUncaughtExceptionHandler
M	setValue
M	setVisibility
M	show
M	showFps
M	shutdown
M	shutdownNow
M	sin
M	sleep
M	sleep0
M	slot
M	sort
M	sqrt
M	start
M	start0
M	startActivity
M	startActivityForResult
M	startForeground
M	startService
M	status
M	stopForeground
M	stopSelf
M	stopSelfResult
M	stopService
M	submit
M	tan
M	tmpPath
M	toBoolean
M	toDegrees
M	toDouble
M	toInteger
M	toJSONArray
M	toJSONObject
M	toLong
M	toMicros
M	toMillis
M	toMinutes
M	toNanos
M	toRadians
M	toSeconds
M	toString
M	toggle
M	track
M	transfer
M	translationX
M	translationY
M	typeMismatch
M	unbindService
M	uncaughtException
M	unregisterListener
M	update
M	updateLabel
M	usedMemory
M	v
M	validName
M	valueOf
M	values
M	w
M	withEndAction
M	worker
M	wrap
M	write
M	writeByte
M	writeInt32
M	writeInt32LE
M	wtf
M	x
M	y
M	yield
M	yield0
